Country or Area,Year,Area,Sex,Language,Record Type,Reliability,Source Year,Value
Nepal,2011,Total,Both Sexes,Baram/Maramu,Census - de jure - complete tabulation,"Final figure, complete",2013,155
Nepal,2011,Total,Both Sexes,Chamling,Census - de jure - complete tabulation,"Final figure, complete",2013,76800
Nepal,2011,Total,Both Sexes,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2013,242
Nepal,2011,Total,Both Sexes,Chepang,Census - de jure - complete tabulation,"Final figure, complete",2013,48476
Nepal,2011,Total,Both Sexes,Tibetan,Census - de jure - complete tabulation,"Final figure, complete",2013,4445
Nepal,2011,Total,Both Sexes,Chhiling,Census - de jure - complete tabulation,"Final figure, complete",2013,2046
Nepal,2011,Total,Both Sexes,Chhantyal/Chhantel,Census - de jure - complete tabulation,"Final figure, complete",2013,4283
Nepal,2011,Total,Both Sexes,Chhintang,Census - de jure - complete tabulation,"Final figure, complete",2013,3712
Nepal,2011,Total,Both Sexes,Darai,Census - de jure - complete tabulation,"Final figure, complete",2013,11677
Nepal,2011,Total,Both Sexes,Danuwari,Census - de jure - complete tabulation,"Final figure, complete",2013,45821
Nepal,2011,Total,Both Sexes,Dhimal,Census - de jure - complete tabulation,"Final figure, complete",2013,19300
Nepal,2011,Total,Both Sexes,Dumi,Census - de jure - complete tabulation,"Final figure, complete",2013,7638
Nepal,2011,Total,Both Sexes,Dungmali,Census - de jure - complete tabulation,"Final figure, complete",2013,6260
Nepal,2011,Total,Both Sexes,Dura,Census - de jure - complete tabulation,"Final figure, complete",2013,2156
Nepal,2011,Total,Both Sexes,Dzonkha,Census - de jure - complete tabulation,"Final figure, complete",2013,55
Nepal,2011,Total,Both Sexes,English,Census - de jure - complete tabulation,"Final figure, complete",2013,2032
Nepal,2011,Total,Both Sexes,Ghale,Census - de jure - complete tabulation,"Final figure, complete",2013,8092
Nepal,2011,Total,Both Sexes,Gurung,Census - de jure - complete tabulation,"Final figure, complete",2013,325622
Nepal,2011,Total,Both Sexes,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2013,77569
Nepal,2011,Total,Both Sexes,Hayu,Census - de jure - complete tabulation,"Final figure, complete",2013,1520
Nepal,2011,Total,Both Sexes,Hariyanwi,Census - de jure - complete tabulation,"Final figure, complete",2013,889
Nepal,2011,Total,Both Sexes,Jero/Jerung,Census - de jure - complete tabulation,"Final figure, complete",2013,1763
Nepal,2011,Total,Both Sexes,Jirel,Census - de jure - complete tabulation,"Final figure, complete",2013,4829
Nepal,2011,Total,Both Sexes,Khariya,Census - de jure - complete tabulation,"Final figure, complete",2013,238
Nepal,2011,Total,Both Sexes,Kisan,Census - de jure - complete tabulation,"Final figure, complete",2013,1178
Nepal,2011,Total,Both Sexes,Kumal,Census - de jure - complete tabulation,"Final figure, complete",2013,12222
Nepal,2011,Total,Both Sexes,Kulung,Census - de jure - complete tabulation,"Final figure, complete",2013,33170
Nepal,2011,Total,Both Sexes,Khaling,Census - de jure - complete tabulation,"Final figure, complete",2013,14467
Nepal,2011,Total,Both Sexes,Koi/Koyu,Census - de jure - complete tabulation,"Final figure, complete",2013,1271
Nepal,2011,Total,Both Sexes,Kaike,Census - de jure - complete tabulation,"Final figure, complete",2013,50
Nepal,2011,Total,Both Sexes,Kusunda,Census - de jure - complete tabulation,"Final figure, complete",2013,28
Nepal,2011,Total,Both Sexes,Koche,Census - de jure - complete tabulation,"Final figure, complete",2013,2080
Nepal,2011,Total,Both Sexes,Kurmali,Census - de jure - complete tabulation,"Final figure, complete",2013,227
Nepal,2011,Total,Both Sexes,Kagate,Census - de jure - complete tabulation,"Final figure, complete",2013,99
Nepal,2011,Total,Both Sexes,Kuki,Census - de jure - complete tabulation,"Final figure, complete",2013,29
Nepal,2011,Total,Both Sexes,Lepcha/Lapche,Census - de jure - complete tabulation,"Final figure, complete",2013,7499
Nepal,2011,Total,Both Sexes,Limbu,Census - de jure - complete tabulation,"Final figure, complete",2013,343603
Nepal,2011,Total,Both Sexes,Lohorung,Census - de jure - complete tabulation,"Final figure, complete",2013,3716
Nepal,2011,Total,Both Sexes,Lhomi,Census - de jure - complete tabulation,"Final figure, complete",2013,808
Nepal,2011,Total,Both Sexes,Lingkhim,Census - de jure - complete tabulation,"Final figure, complete",2013,129
Nepal,2011,Total,Both Sexes,Magar,Census - de jure - complete tabulation,"Final figure, complete",2013,788530
Nepal,2011,Total,Both Sexes,Maithali,Census - de jure - complete tabulation,"Final figure, complete",2013,3092530
Nepal,2011,Total,Both Sexes,Majhi,Census - de jure - complete tabulation,"Final figure, complete",2013,24422
Nepal,2011,Total,Both Sexes,Meche,Census - de jure - complete tabulation,"Final figure, complete",2013,4375
Nepal,2011,Total,Both Sexes,Mewahang,Census - de jure - complete tabulation,"Final figure, complete",2013,4650
Nepal,2011,Total,Both Sexes,Magahi,Census - de jure - complete tabulation,"Final figure, complete",2013,35614
Nepal,2011,Total,Both Sexes,Mizo,Census - de jure - complete tabulation,"Final figure, complete",2013,32
Nepal,2011,Total,Both Sexes,Nachhiring,Census - de jure - complete tabulation,"Final figure, complete",2013,10041
Nepal,2011,Total,Both Sexes,Nepali,Census - de jure - complete tabulation,"Final figure, complete",2013,11826953
Nepal,2011,Total,Both Sexes,Newari,Census - de jure - complete tabulation,"Final figure, complete",2013,846557
Nepal,2011,Total,Both Sexes,Nepali Sign Language,Census - de jure - complete tabulation,"Final figure, complete",2013,4476
Nepal,2011,Total,Both Sexes,Nagamese,Census - de jure - complete tabulation,"Final figure, complete",2013,10
Nepal,2011,Total,Both Sexes,Oriya,Census - de jure - complete tabulation,"Final figure, complete",2013,584
Nepal,2011,Total,Both Sexes,Paharo,Census - de jure - complete tabulation,"Final figure, complete",2013,3458
Nepal,2011,Total,Both Sexes,Puma,Census - de jure - complete tabulation,"Final figure, complete",2013,6686
Nepal,2011,Total,Both Sexes,Punjabi,Census - de jure - complete tabulation,"Final figure, complete",2013,808
Nepal,2011,Total,Both Sexes,Rajbansi,Census - de jure - complete tabulation,"Final figure, complete",2013,122214
Nepal,2011,Total,Both Sexes,Raji,Census - de jure - complete tabulation,"Final figure, complete",2013,3758
Nepal,2011,Total,Both Sexes,Raute,Census - de jure - complete tabulation,"Final figure, complete",2013,461
Nepal,2011,Total,Both Sexes,Santhali,Census - de jure - complete tabulation,"Final figure, complete",2013,49858
Nepal,2011,Total,Both Sexes,Sanskrit,Census - de jure - complete tabulation,"Final figure, complete",2013,1669
Nepal,2011,Total,Both Sexes,Sangpang,Census - de jure - complete tabulation,"Final figure, complete",2013,18270
Nepal,2011,Total,Both Sexes,Sherpa,Census - de jure - complete tabulation,"Final figure, complete",2013,115010
Nepal,2011,Total,Both Sexes,Sindhi,Census - de jure - complete tabulation,"Final figure, complete",2013,518
Nepal,2011,Total,Both Sexes,Sunuvari,Census - de jure - complete tabulation,"Final figure, complete",2013,37898
Nepal,2011,Total,Both Sexes,Sam,Census - de jure - complete tabulation,"Final figure, complete",2013,401
Nepal,2011,Total,Both Sexes,Sadhani,Census - de jure - complete tabulation,"Final figure, complete",2013,122
Nepal,2011,Total,Both Sexes,Tamang,Census - de jure - complete tabulation,"Final figure, complete",2013,1353311
Nepal,2011,Total,Both Sexes,Thami,Census - de jure - complete tabulation,"Final figure, complete",2013,23151
Nepal,2011,Total,Both Sexes,Tharu,Census - de jure - complete tabulation,"Final figure, complete",2013,1529875
Nepal,2011,Total,Both Sexes,Thakali,Census - de jure - complete tabulation,"Final figure, complete",2013,5242
Nepal,2011,Total,Both Sexes,Thulung,Census - de jure - complete tabulation,"Final figure, complete",2013,20659
Nepal,2011,Total,Both Sexes,Tilung,Census - de jure - complete tabulation,"Final figure, complete",2013,1424
Nepal,2011,Total,Both Sexes,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2013,691546
Nepal,2011,Total,Both Sexes,Wambule/Umbule,Census - de jure - complete tabulation,"Final figure, complete",2013,13470
Nepal,2011,Total,Both Sexes,Yakkha,Census - de jure - complete tabulation,"Final figure, complete",2013,20443
Nepal,2011,Total,Both Sexes,Yamphu/Yamphe,Census - de jure - complete tabulation,"Final figure, complete",2013,9208
Nepal,2011,Total,Both Sexes,Yholmo,Census - de jure - complete tabulation,"Final figure, complete",2013,10176
Nepal,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2013,1596760
Nepal,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,47718
Nepal,2011,Total,Male,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,12849041
Nepal,2011,Total,Male,Assamese,Census - de jure - complete tabulation,"Final figure, complete",2013,230
Nepal,2011,Total,Male,Awadhi,Census - de jure - complete tabulation,"Final figure, complete",2013,258773
Nepal,2011,Total,Male,Angika,Census - de jure - complete tabulation,"Final figure, complete",2013,9285
Nepal,2011,Total,Male,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2013,12299
Nepal,2011,Total,Male,Bhojpuri,Census - de jure - complete tabulation,"Final figure, complete",2013,823699
Nepal,2011,Total,Male,Bote,Census - de jure - complete tabulation,"Final figure, complete",2013,4124
Nepal,2011,Total,Male,Bhujel/Khawas,Census - de jure - complete tabulation,"Final figure, complete",2013,10358
Nepal,2011,Total,Male,Bajjika,Census - de jure - complete tabulation,"Final figure, complete",2013,409750
Nepal,2011,Total,Male,Bantawa,Census - de jure - complete tabulation,"Final figure, complete",2013,62463
Nepal,2011,Total,Male,Bahing,Census - de jure - complete tabulation,"Final figure, complete",2013,5417
Nepal,2011,Total,Male,Byangshi,Census - de jure - complete tabulation,"Final figure, complete",2013,240
Nepal,2011,Total,Male,Baram/Maramu,Census - de jure - complete tabulation,"Final figure, complete",2013,58
Nepal,2011,Total,Male,Chamling,Census - de jure - complete tabulation,"Final figure, complete",2013,36101
Nepal,2011,Total,Male,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2013,185
Nepal,2011,Total,Male,Chepang,Census - de jure - complete tabulation,"Final figure, complete",2013,24509
Nepal,2011,Total,Male,Tibetan,Census - de jure - complete tabulation,"Final figure, complete",2013,2206
Nepal,2011,Total,Male,Chhiling,Census - de jure - complete tabulation,"Final figure, complete",2013,974
Nepal,2011,Total,Male,Chhantyal/Chhantel,Census - de jure - complete tabulation,"Final figure, complete",2013,1825
Nepal,2011,Total,Male,Chhintang,Census - de jure - complete tabulation,"Final figure, complete",2013,1853
Nepal,2011,Total,Male,Darai,Census - de jure - complete tabulation,"Final figure, complete",2013,5388
Nepal,2011,Total,Male,Danuwari,Census - de jure - complete tabulation,"Final figure, complete",2013,21557
Nepal,2011,Total,Male,Dhimal,Census - de jure - complete tabulation,"Final figure, complete",2013,8855
Nepal,2011,Total,Male,Dumi,Census - de jure - complete tabulation,"Final figure, complete",2013,3560
Nepal,2011,Total,Male,Dungmali,Census - de jure - complete tabulation,"Final figure, complete",2013,2860
Nepal,2011,Total,Male,Dura,Census - de jure - complete tabulation,"Final figure, complete",2013,925
Nepal,2011,Total,Male,Dzonkha,Census - de jure - complete tabulation,"Final figure, complete",2013,17
Nepal,2011,Total,Male,English,Census - de jure - complete tabulation,"Final figure, complete",2013,1155
Nepal,2011,Total,Male,Ghale,Census - de jure - complete tabulation,"Final figure, complete",2013,3604
Nepal,2011,Total,Male,Gurung,Census - de jure - complete tabulation,"Final figure, complete",2013,147235
Nepal,2011,Total,Male,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2013,45601
Nepal,2011,Total,Male,Hayu,Census - de jure - complete tabulation,"Final figure, complete",2013,718
Nepal,2011,Total,Male,Hariyanwi,Census - de jure - complete tabulation,"Final figure, complete",2013,440
Nepal,2011,Total,Male,Jero/Jerung,Census - de jure - complete tabulation,"Final figure, complete",2013,803
Nepal,2011,Total,Male,Jirel,Census - de jure - complete tabulation,"Final figure, complete",2013,2304
Nepal,2011,Total,Male,Khariya,Census - de jure - complete tabulation,"Final figure, complete",2013,120
Nepal,2011,Total,Male,Kisan,Census - de jure - complete tabulation,"Final figure, complete",2013,577
Nepal,2011,Total,Male,Kumal,Census - de jure - complete tabulation,"Final figure, complete",2013,5708
Nepal,2011,Total,Male,Kulung,Census - de jure - complete tabulation,"Final figure, complete",2013,16112
Nepal,2011,Total,Male,Khaling,Census - de jure - complete tabulation,"Final figure, complete",2013,7048
Nepal,2011,Total,Male,Koi/Koyu,Census - de jure - complete tabulation,"Final figure, complete",2013,612
Nepal,2011,Total,Male,Kaike,Census - de jure - complete tabulation,"Final figure, complete",2013,25
Nepal,2011,Total,Male,Kusunda,Census - de jure - complete tabulation,"Final figure, complete",2013,14
Nepal,2011,Total,Male,Koche,Census - de jure - complete tabulation,"Final figure, complete",2013,1063
Nepal,2011,Total,Male,Kurmali,Census - de jure - complete tabulation,"Final figure, complete",2013,115
Nepal,2011,Total,Male,Kagate,Census - de jure - complete tabulation,"Final figure, complete",2013,52
Nepal,2011,Total,Male,Kuki,Census - de jure - complete tabulation,"Final figure, complete",2013,17
Nepal,2011,Total,Male,Lepcha/Lapche,Census - de jure - complete tabulation,"Final figure, complete",2013,3697
